Index,Artist,Title,Lyrics
ML692,Spirit,Fresh Garbage,"Fresh garbage
Fresh garbage
Look beneath your lid some morning
See those things you didn't quite consume
The world's a can for your fresh garbage

Look beneath your lid some morning
See those things you didn't quite consume
Your fresh garbage
Fresh

Fresh garbage
Fresh garbage

Well, look beneath your lid some morning
See those things you didn't quite consume
The world's a can for your fresh garbage
Fresh"
ML693,Vanilla Fudge,You Keep Me Hangin' On,"[Chorus: Mark Stein with Vince Martell, Tim Bogert & Carmine Appice]
Set me free, why don't you babe?
Get out my life, why don't you babe? (Ooh-ooh-ooh-ooh)
You really don't want me
You just keep me hangin' on
You really don't need me
You just keep me hangin' on

[Verse 1: Mark Stein]
Why do you keep comin' around
Playing with my heart?
Why don't you get out of my life
And let me try to make a new start?
Let me get over you
The way you've gotten over me

[Chorus: Mark Stein with Vince Martell, Tim Bogert & Carmine Appice]
Set me free, why don't you babe?
Get out my life, why don't you babe? (Ooh-ooh-ooh-ooh)
You really don't want me
You just keep me hangin' on
You really don't need me
You just keep me hangin' on

[Verse 2: Mark Stein]
You said, when we broke up
You just wanna be friends
But how can we still be friends
When seeing you only breaks my heart again?
And there ain't nothing I can do about it
(Give it to me)

[Bridge: Mark Stein with Vince Martell, Tim Bogert & Carmine Appice]
You know I need love
(Set me free, why don't you babe?)
Talkin' 'bout love
(Get out my life, why don't you babe?) (Ooh-ooh-ooh-ooh)
You really don't want me
You just keep me hangin' on
You really don't need me
You just keep me hangin' on

[Refrain: Mark Stein, Tim Bogert & Carmine Appice]
Get out my life, why don't you babe? (Ooh-ooh-ooh-ooh)
Get out my life, why don't you babe? (Ooh-ooh-ooh-ooh)
Get out my life, why don't you babe? (Ooh-ooh-ooh-ooh)
Get out my life, why don't you babe? (Ooh-ooh-ooh-ooh)

[Outro: Mark Stein]
(Hey!)
(Come on to me, yeah!)
(Come on)"
ML694,The Sylvers,Boogie Fever,"Boogie fever
Got to boogie down
Boogie fever
I think it's going around

I took my baby to the drive-in show
She turned the speaker down
And then she turned on the radio
I watched a silent movie digging funky sound

She's got the boogie fever
She likes to boogie down
Uh huh, she's got the boogie fever
I think it's going around

I took my baby to the pizza parlor (Pizza parlor)
To get a bite to eat.  Ah, ah, ah
I put some money in the jukebox for her
You know she ate a pizza dancing to the beat

She's got the boogie fever
She likes to boogie down
Uh huh, she's got the boogie fever
I think it's going around

All night long, we did the bump, bump, bump
Yes we did, yes we did, yes we did, yeah.  (Yeah.)
She kept it going strong doing the bump, bump, bump
Doing the bump, bump, bump, yeah.  (Yeah.)

I called my doctor on the telephone.  (Doctor, doctor)
Said doctor, doctor, please, I-I-I
I got this feeling rocking and a-reeling
Tell me, what can it be?
Is it some new disease?

They call it boogie fever
You got to boogie down
Uh huh, just get on down
Boogie fever
I think it's going around

Fever
Fever
Fever
Oooh, oooh, oooh
Oooh, oooh, oooh
Oooh, oooh, oooh

All night long, we did the bump, bump, bump
Yes we did, yes we did, yes we did.  (Yeah.)
She kept it going strong doing the bump, bump, bump
Yeah

Everybody's got the boogie fever.  (Boogie fever, baby.)
Boogie down
Just get on down, just get on down
Boogie fever.  (B-B-Boogie fever, baby.)
I think it's going around and around and around

I said I (I) got the boogie fever
And I said you (You) got the boogie fever
And I said she's (She's) got the boogie fever
Everybody's got the boogie fever
Boogie fever
You got to boogie down
Just get on down, just get on down
Boogie fever.  (B-B-Boogie fever, baby.)
I think it's going around"
ML695,George Harrison,What Is Life,"[Verse 1]
What I feel, I can't say
But my love is there for you anytime of day
But if it's not love that you need
Then I'll try my best to make everything succeed

[Chorus]
Tell me, what is my life without your love?
And tell me, who am I without you by my side?

[Verse 2]
What I know, I can do
If I give my love now to everyone like you
But if it's not love that you need
Then I'll try my best to make everything succeed

[Chorus]
Tell me, what is my life without your love?
And tell me, who am I without you by my side?
Tell me, what is my life without your love?
And tell me, who am I without you by my side?

[Verse 1]
What I feel, I can't say
But my love is there for you anytime of day
But if it's not love that you need
Then I'll try my best to make everything succeed

[Chorus]
Tell me, what is my life without your love?
And tell me, who am I without you by my side?
Oh, tell me, what is my life without your love?
And tell me, who am I without you by my side?

[Chorus]
What is my life without your love?
And tell me, who am I without you by my side?
Oh, tell me, what is my life without your love?
And tell me, who am I without you by my side?"
ML696,Nicolette Larson,Lotta Love,"It's gonna take a lotta love
To change the way things are
It's gonna take a lotta love
Or we won't get too far

So if you look in my direction
And we don't see eye to eye
My heart needs protection
And so do I

It's gonna take a lotta love
To get us through the night
It's gonna take a lotta love
To make things work out right

So if you are out there waiting
I hope you show up soon
You know
I need relating not solitude

Gotta lotta love
Gotta lotta love

It's gonna take a lotta love
To change the way things are
It's gonna take a lotta love
Or we won`t get too far

It's gonna take a lotta love
It's gonna take a lotta love
It's gonna take a lotta love"
ML697,Lindsey Buckingham,Trouble,"[Intro]
(Two, a-three, a-four)
(Two, a-three, a-four)
(Two, a-three, a-four)

[Verse 1]
I should be saying goodnight
I really shouldn't stay anymore
It's been so long since I held you
Forgotten what love is for

[Chorus]
I should run on the double
(I think I'm in) I think I'm in trouble
(Oh, no, I think I'm in) trouble
(Oh, no, I think I'm in) yes, I think I'm in trouble

[Verse 2]
Come, come to me darling and hold me
Let your honey keep you warm
Been so long since I held you
Forgotten what love is for

[Chorus]
I should run on the double
(I think I'm in) I think I'm in trouble
(Oh, no, I think I'm in) trouble
(Oh, no, I think I'm in) I think I'm in trouble
(Oh, no, I think I'm in) I think I'm in trouble

[Instrumental Break]

[Chorus]
I should run on the double
(I think I'm in) I think I'm in trouble
(Oh, no, I think I'm in) trouble
(Oh, no, I think I'm in) I think I'm in trouble
(Oh, no, I think I'm in) I think I'm in trouble

[Outro]
(Ah)
(Ah)
(Ah)"
ML698,U2,Angel Of Harlem,"[Verse 1]
It was a cold and wet December day
When we touched the ground at JFK
The snow was melting on the ground
On BLS I heard the sound
Of an angel
New York like a Christmas tree
Tonight this city belongs to me
Angel

[Chorus]
Soul love
Well, this love won't let me go
So long
Angel of Harlem

[Verse 2]
Birdland on Fifty-Three
The street sounds like a symphony
We got John Coltrane and A Love Supreme
Miles says she's got to be an angel
Lady Day got diamond eyes
She sees the truth behind the lies
Angel

[Chorus]
Soul love
Well, this love won't let me go
So long
Angel of Harlem
Angel of Harlem, yeah

[Bridge]
She says it's heart, heart and soul
Yeah yeah, yeah yeah
Yeah yeah, right now

[Verse 3]
Blue light on the avenue
God knows they got to you
Empty glass, the lady sings
Eyes swollen like a bee-sting
Blinded, you lost your way
In the side streets and the alleyways
Like a star exploding in the night
Falling to the city in broad daylight

[Chorus]
Angel in devil's shoes
Salvation in the blues
You never looked like an angel
Yeah, yeah
Angel of Harlem

[Outro]
Angel, angel of Harlem
Angel, angel of Harlem
Angel, angel of Harlem
Angel, angel of Harlem
(Alright, that's alright, that's alright)
(Angel of Harlem)"
ML699,Grand Funk Railroad,Bad Time,"I'm in love with the girl that I'm talking about
I'm in love with the girl I can't live without
I'm in love but I sure picked a bad time
To be in love
To be in love

Well, let her be somebody else's queen
I don't want to know about it
There's too many others that know what I mean
And that's why I got to live without it

I'm in love with the girl I'm talking about
I'm in love with the girl I can't live without
I'm in love but I feel like I'm wearin' it out
I'm in love but I must have picked a bad time to be in love
A bad time to be in love
A bad time to be in love
A bad time to be in love

All the stories coming back to me
From my friends and the people I don't want to see
The things they say I know just couldn't be true
At least not until I hear it from you

'Cause I still love the little girl I'm talking about
I'm in love with the girl I can't live without
I'm in love but I feel like I'm wearin' it out
I'm in love but I must have picked a bad time to be in love
A bad time to be in love
A bad time to be in love
A bad time to be in love

You know that I love the little girl I'm talking about
I'm in love with the girl I can't live without
I'm in love but it feels like I'm wearin' it out
I'm in love but I must have picked a bad time to be in love
A bad time to be in love
A bad time to be in love
A bad time to be in love"
ML700,Haddaway,What Is Love,"[Intro]
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more
Oh, baby, don't hurt me
Don't hurt me, no more

[Instrumental Break]
What is love? Yeah-yeah
(Ooh, ooh)

[Verse 1]
No, I don't know why you're not there
I give you my love, but you don't care
So what is right and what is wrong?
Give me a sign

[Chorus]
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more

[Post-Chorus]
Woah-woah-woah-woah
Oh-woah-woah, uh-huh
Woah-woah-woah-woah
Oh-woah-woah, uh-huh

[Instrumental Break]

[Verse 2]
Oh, I don't know, what can I do?
What else can I say? It's up to you
I know we're one, just me and you
I can't go on

[Chorus]
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more

[Post-Chorus]
Woah-woah-woah-woah
Oh-woah-woah, uh-huh
Woah-woah-woah-woah
Oh-woah-woah, uh-huh

[Chorus]
What is love?
(Ooh-ooh, ooh-ooh, ooh-ooh)
What is love?
(Ooh-ooh, ooh-ooh, ooh-ooh)
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more

[Instrumental Break]
Don't hurt me
Don't hurt me

[Bridge]
I want no other, no other lover
This is our life, our time
When we are together, I need you forever
Is it love?

[Chorus]
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more

[Outro]
(Uh-huh, uh-huh)
Oh, baby, don't hurt me
Don't hurt me no more
(Uh-huh, uh-huh)
Oh, baby, don't hurt me
Don't hurt me, no more
What is love?"
ML701,The S.O.S. Band,Take Your Time ,"[Intro]
Let's do it
Let's do it
Let's do it
Let's do it
Oo-ooh, baby
Let's do it
Take your time
Let's do it
Come on, baby
Oo-ooh, baby
Let's do it
Take your time
Let's do it

[Verse 1]
You know you ought to slow down
You've been working too hard and that's a fact
Sit back and relax a while
Take some time to laugh and smile
Lay your heavy load down
So we can stop and kick back
It seems we never take the time to do
All the things we want to, yeah

[Chorus]
Now, baby we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight

[Verse 2]
The love I feel for you
You feel for me
One life is all we have to live
Our love is all we have to give, yeah
There are so many things for us
To do and see, yeah
Let's take some time to be alone
Lock the door, pull out the phone, yeah

[Chorus]
And baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight

[Bridge]
Take your time
Take the time
Take the time
Take the time
Take your time (Take your time, take your time)
Ooh baby, take your time (Take your time, baby, take your time)
Take your time (Take your time, take your time)
Take your time (Take your time, baby, take your time)
Take your time (Take your time, take your time)
Take your time (Take your time, baby, take your time)
Take your time, ooh baby (Take your time, take your time)
Take your time (Take your time, baby, take your time)
Take your time (Take your time)

[Chorus]
Take your time
Ooh baby, take your time
If it takes all night
You can do it, you can do it
You can do it, alright
You can do it, you can do it
To the early morning light
You can do it, come on, baby
You can do it all night
Take your time, come on, baby
Let's do it tonight
Take your time, baby
If it takes all night
You can do it, you can do it
Come on, let's do it, do it right
Take your time, ooh baby
Come on, let's do, let's do, let's do it all night
Ooh baby
You can do it, do it right
Take your time, let's do it
If it takes all night
Come on baby, let's do it
To the early morning light

[Breakdown]
Let's do it, let's do it (Let's do it)
Let's do it, do it right
Come on, baby, let's do it (Let's do it)
If it takes all night
Come on, baby, let's do it (Let's do it)
Let's do it, do it right
Come on, honey, let's do it (Let's do it)
If it takes all night
Let's do it, let's do it (Let's do it)
Let's do it, do it right
Come on, baby, let's do it (Let's do it)
If it takes all night
Come on, honey, let's do it (Let's do it)
Let's do it tonight
We can do it, we can do it (Let's do it)
Let's do it, do it right

[Chorus]
Baby, we can do it
Take your time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take your time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Now baby, we can do it
Take the time, do it right
We can do it, baby
Come on and do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Come on, let's do it tonight"
ML702,Peter Frampton,I'm In You,"[Verse 1]
I don't care where I go
When I'm with you
When I cry, you don't laugh
Because you know me

[Chorus]
I'm in you, you're in me
I'm in you, you're in me
Because you gave me the love
Love that I never had
Yes, you gave me the love
Love that I never had

[Verse 2]
You and I don't pretend
We make love
I can't feel any more
Than I'm singing, yeah

[Chorus]
I'm in you, you're in me
I'm in you, you're in me
Because you gave me the love
Love that I never had
Yes, you gave me the love
Love that I never had

[Verse 3]
Come so far when you think
Of last fall
You can't buy what we made
You and I, oh

[Chorus]
I'm in you, you're in me
I'm in you, you're in me
Because you gave me the love
Love that I never had
Yes, you gave me the love
Love that I never had

[Outro]
You gave me the love
Love that I never had
I don't care where I go
When I'm with you"
ML703,Operation Ivy,Unity,"There's a war coming down between my brothers tonight
I don't want no war going down
Going down, going down tonight

Stop this war
Stop this war

Civilization? Ha!
I call it as I see it
I call it bullshit
You know, I still cannot believe it
Our evolution now has gone the way of hate
A world evolved, resolved Into a stupid fate

Stop this war
Stop this war

All so different?
Yeah, I say we're all the same
All caught, you know, in the division game
Self-destruction fast impending like a bullet
No one can stop it
Once it's fired, no one can control it

Stop this war
Stop this war

A final word
Wait, it's not a call to action
We ain't no sect
No, this ain't no fuckin' faction
Unity, unity, unity, you've heard it all before
This time it's not exclusive
We wanna stop the war

Stop this war
Stop this war

Ain't nothing wrong
With another unity song
Ain't nothing wrong
With another unity song
Ain't nothing wrong
Ain't nothing wrong
Ain't nothing wrong
Ain't nothing wrong with a unity song

Stop this war
Stop this war

Unity
As one, stand together
Unity
Evolution gotta come, right
Unity
As one, stand together
Unity
Evolution gotta come

Unity
As one, stand together
Unity
Evolution gotta come
Unity
As one, stand together
Unity
Evolution gotta come"
ML704,Papa Roach,Burn,"[Verse 1]
I did not know you were a fake
Every lie straight to my face
So blind I could not see
Right behind my back you stabbed me
Should have know you were a bitch
Shut up you are making me sick
Little man you are nothing like me
Lying cheating so deceiving
I trusted you broke me down
And you screwed me over

[Chorus]
Do not try to deny it
You cannot hide it
Ill be ignited
When I get to watch you burn
Burn Burn
I want to watch you burn
Burn Burn
I want to watch you burn
You are going to get what you deserve
I want to watch you burn

[Verse 2]
You turn me inside out
My world is upside down
You are not hurt are you happy now
Looking over your shoulder fucking me over
I trusted you sold me out
This is far from over

[Chorus]
Do not try to deny it
You cannot hide it
Ill be ignited
When I get to watch you burn
Burn Burn
I want to watch you burn
Burn Burn
I want to watch you burn
Burn
I want to watch you burn
You are going to get what you deserve
You will never learn"
ML705,Apocalyptica,Bring Them To Light ,"[Verse 1]
He's a large and ugly giant monster, headless on my back
This urgent haste in my head
Materialized in this dark whole world
No one can help me there
I know this pain has gone too far
The fear is now so loud
Kill a child I'm trying to protect myself
Against your old controlled hate
Pollution of mind filled all the space and destroyed my light
At least mine were never allowed

[Chorus]
The hardest thing for me is
Facing the fear I live
No one can help me now it's under my heart
I'll come to know the living
My demons are inside
I'll bring them all to light

[Verse 2]
I wanted to hate, I wanted to die
I wanted to see you sacrifice
I had to deal with the fear you gave me
But you fucker never tried to help me
I was jealous and I was scared
Nobody ever replaced my pain
To say I'm not evil, to tell I'm not bad
Too late, I'm lost in human nature

[Pre-Hook]x2
Leave me be
Set me free
Leave me be
Set me free

[Chorus]
The hardest thing for me is
Facing the fear I live
No one can help me now it's under my heart
I'll come to know the living
My demons are inside
I'll bring them all to light

[Bridge]
Unexpected yet expected, emerged from the dark I come to life
Take everything if you give my horse it's head
You know me, you fear me
Always me knocking at your door, always around
Insulted, disrespected, return to the dark into this life
You know me, you fear me x4
You know me, you fear me

[Chorus]
The hardest thing for me is
Facing the fear I live
No one can help me now it's under my heart
I'll come to know the living
My demons are inside
I'll bring them all to light"
ML706,Kopek,Love Is Dead,"Love is dead dance is dead
Pop is dead grunge is dead
Rhythm and blues is dead
Punk rock music is dead
Heavy metal is dead
And rock and roll is dead

House is dead ska is dead
Jazz is dead glam is dead
Tin pan alley is dead
That motown sound is dead
Reggae music is dead
And rock and roll is dead

We didn't wanna lose you
To the barrel of a gun
Don't let the drugs confuse you
Maybe love will overcome
Everyone and push that feeling on

Coke is dead, speed is dead
Crack is dead, weed is dead
Ecstasy is dead, LSD is dead
Heroine is dead and Jesus is dead

We didn't wanna lose you
To the barrel of a gun
Don't let the drugs confuse you
Maybe love will overcome
Everyone and push that feeling on

John is dead Jim is dead
James is dead Michael dead
Janice Joplin is dead
Robert Johnson is dead
Jimmy Hendrix is dead
And Elvis is dead

Sid is dead Nat is dead
Kurt is dead Marvin dead
Nina Simone is dead
Rory Gallagher is dead
Frank Sinatra is dead
And love is dead

We didn't wanna lose you
To the barrel of a gun
Don't let the drugs confuse you
Maybe love will overcome
Everyone and push that feeling on, love is dead
We didn't wanna lose you, love is dead
We're still reaching for the sun, love is dead
Don't let the drugs confuse you, love is dead
Maybe love will overcome
Everyone and push that feeling on"
ML707,Peaches & Herb,Close Your Eyes,"Close your eyes (close your eyes), take a deep breathe (ahhh!)
Open your heart (open your heart), and whisper
I love you, I love you
Tell me you love me, tell me you love me
You love me, You love me

Hold me tight, (hold me tight), don't say good-night (don't say
Good-night)
We've got the time
Everything's gonna be alright
Just hold me darling, never let me go, and tell me
You love me, you love me, you love me

Oh no no, (oh no no) even though (even though)
This is not the way I want it to be
But if you must pretend
That's alright with me

Close your eyes (close your eyes), take a deep breathe (ahhh!)
Open your heart (open your heart), and whisper
I love you, I love you
Tell me you love me, tell me you love me
You love me, You love me"
ML708,The Temptations,You're My Everything,"[Verse 1: Eddie Kendricks]
You surely must know magic, girl
Because you changed my life
It was dull and ordinary
You made it sunny and bright

[Pre-Chorus: Eddie Kendricks]
Now, I was blessed the day I found you
Gonna build my whole world around you
You're everything good, girl
And you're all that matters to me

[Verse 2: Eddie Kendricks]
When my way was dark and troubles were near
Your love provided the light so I could see, girl
Just knowin' your love was near when times were bad
Kept the world from closin' in on me, girl

[Pre-Chorus: Eddie Kendricks]
I was blessed the day I found you
Gonna build my whole world around you
You're everything good, girl
And you're all that matters to me

[Verse 3: David Ruffin]
Baby, you're part of every thought I think each day
Your name is in every phrase my lips say
Every dream I dream is about you
Honey I couldn't live without you

[Chorus: Eddie Kendricks and David Ruffin]
Baby (Baby), baby (Baby), baby
You're my everything, you're my everything, yes you are
(You're my everything, girl)

[Verse 4: Eddie Kendricks]
You're the girl I sing about
In every love song I sing
(You're my everything)
You're my winter baby
My summer, my fall and spring
(You're my everything)

[Pre-Chorus: Eddie Kendricks]
Now, I was blessed the day I found you
Gonna build my whole world around you
You're everything good, girl
And you're all that matters to me

[Chorus: Eddie Kendricks and David Ruffin]
You're my everything, you're my everything, yes you are
(When my way was dark, and troubles were near, don't you know baby, that you're my everything)
(Don't you know you're my everything)
You're my everything, you're my everything
(Don't you know you're my everything)
You're my everything, you're my everything"
ML709,GQ,I Do Love You,"I do love you, oh
But it's alright, alright
Ah, ah, ah, ah

(I do love you.) Whoa
(I love you, I love you.) I love you so right now
(Ooh-hoo, ooh, ooh, ooh.) My, my baby
Hey, yeah
(I do love you.) Little darling, I said I love you so right now
(I love you, I love you.)
Never, never gonna let, gonna let, gonna let you go
No, no, no, no
(I do love you.) Pretty little baby, I say
(I love you, I love you.) I want you to try to understand
(Ooh-hoo, ooh, oooh, oooh.) That I, I want to be-e-e-e-e-e-e-e-e-e
(I do love you.  I love you, I love you.)
(Ooh-hoo, ooh, ooh, ooh.) Your loving man, babe

My baby, I love you so
And I don't want you to go, no, no
(Ah, ah, ah.) Why don't you listen to me
I'm begging you on bended knees

(I do love you.  I love you, I love you.) Whoa, my girl
(Ooh-hoo, ooh, ooh, ooh.) I pray that your love
It would come to me someday (I do you love you.)
(I love you, I love you.) Because I love you so bad
(Ooh-hoo, ooh, ooh, ooh.) Girl, it's about to drive me mad
Girl, I say.  (I do you love you.)
(I love you, I love you.) I love you so right now
(Ooh-hoo, ooh, ooh, ooh.) Pretty baby, pretty baby
(I do love you.)
(I love you, I love you.) I love you so right now
(Ooh-hoo, ooh, ooh, ooh.)

Oh baby, I love you so
And I don't want you to go, no, no, no, no, no, no, no
(Ah, ah, ah.) Why, why don't you listen to me
I'm begging you on bended knees

I do love you
I love you, I love you
Ooh-hoo, ooh, ooh, ooh
Oh, oh, oh, oh, oh

Oh, ah, ah, ah, ah, ah, ah, ah

Shoo-bee-doo-wop
Shoo-shoo-shoo-be-doo-wop
Shoo-bee-doo-wop
Shoo-shoo-shoo-bee-doo-wop
(Shoo-bee-doo-wop.) Ah, ah, ah
(Shoo-shoo-shoo-bee-doo-wop.)
Shoo-bee-doo-wop
(Shoo-shoo-shoo-bee-doo-wop.)
It's just an oldie but goodie
(Shoo-bee-doo-wop.)
Shoo-shoo-shoo-bee-doo-wop
Shoo-bee-doo-wop
(Shoo-shoo-shoo-bee-doo-wop.)
Like the good old days when the lady treats you so, so good
(Shoo-bee-doo-wop.)
(Shoo-shoo-shoo-bee-doo-wop.)
Remembering the things we used to do
The places we used to go
And everything was so, so mellow
Oh, oh, oh, oh, oh, oh, oh, oh, ohhh
Oh-aw, aw, aw, aw, aw
I love you so right now
I love you so right now
I love you so right now
I love you so right now
I love you so, oh, oh, oh, oh, oh, oh, oh, oh
I love you so right now
I love you, I love you, you, yes I do
(Shoo-bee-doo-wop.)
(Shoo-shoo-shoo-bee-doo-wop.) I love you, I love you"
ML710,Chalino Sanchez,El Crimen De Culiacan,"[Letra de ""El Crimen De Culiacán""]

[Verso]
Les cantaré este corrido a dos hombres que mataron
Sin tenerles compasión vilmente los torturaron
Y ya muertos, con un carro por encima les pasaron
En la colonia El Palmito, la ciudad fue Culiacán
Andaban Francisco López, también Francisco Beltrán
Ellos no se imaginaban que los iban a matar
Francisco López tenía unas cuentas atrasadas
Había matado derecho al que le robó a su amada
Pero Francisco Beltrán no tenía culpa de nada
Otro día los encontraron al amanecer el día
Tenían las tripas de fuera y un perro se las comía
Unos momentos después, llegaba la policía
Con la banda sinaloense los fueron a sepultar
Y dos madresitas lloran sin poderse consolar
Por sus hijos adorados que ahorita en el cielo están
Ya con esta me despido, y les digo en mi cantar
Que las malas compañías nada bueno han de dejar
Lo digo por el corrido, no se les vaya a olvidar"
ML711,Shedaisy,Come Home Soon,"I put away the groceries
And I take my daily bread
I dream of your arms around me
As I tuck the kids in bed

I don't know what you're doin'
And I don't know where you are
But I look up at that great big sky
And I hope you're wishin' on that same
Bright star

I wonder, I pray

(Chorus:)
And I sleep alone
I cry alone
And it's so hard livin' here on my own
So please, come home soon
(Come home soon)

I know that we're together
Even though we're far apart
And I'll wear our lucky penny 'round my neck
Pressed to my heart

I wonder, I pray

(Repeat Chorus)

(Bridge:)
I still imagine your touch
It's beautiful missing something that much
But sometimes love needs a fighting chance
So I'll wait my turn until it's our turn to dance

I wonder, I pray

(Second Chorus:)
I sleep alone
I cry alone
Without you this house is not a home
So please, come home soon

(Third Chorus:)
I walk alone
I try alone
I'll wait for you, don't want to die alone
So please, come home soon

Come home soon
Come home soon"
ML712,Garth Brooks,Standing Outside The Fire,"[Verse 1]
We call them cool
Those hearts that have no scars to show
The ones that never do let go
And risk the tables being turned

[Verse 2]
We call them fools
Who have to dance within the flame
Who chance the sorrow and the shame
That always comes with getting burned

[Pre-Chorus]
But you've got to be tough when consumed by desire
'Cause it's not enough just to stand outside the fire

[Verse 3]
We call them strong
Those who can face this world alone
Who seem to get by on their own
Those who will never take the fall

[Verse 4]
We call them weak
Who are unable to resist
The slightest chance love might exist
And for that forsake it all

[Pre-Chorus]
They're so hell-bent on giving, walking a wire
Convinced it's not living if you stand outside the fire

[Chorus]
Standing outside the fire
Standing outside the fire
Life is not tried, it is merely survived
If you're standing outside the fire

[Bridge]
There's this love that is burning, deep in my soul
Constantly yearning to get out of control
Wanting to fly higher and higher
I can't abide standing outside the fire

[Chorus]
Standing outside the fire
Standing outside the fire
Life is not tried, it is merely survived
If you're standing outside the fire

[Chorus]
Standing outside the fire
Standing outside the fire
Life is not tried, it is merely survived
If you're standing outside the fire

[Chorus]
Standing outside the fire
Standing outside the fire
Life is not tried, it is merely survived
If you're standing outside the fire"
ML713,Lee Ann Womack,I May Hate Myself In The Morning,"Ain't it just like one of us
To pick up the phone and call after a couple drinks
And say how you been, I've been wondering if
Maybe you've been thinkin about me
And somewhere in the conversation
An old familiar invitation always arrives
I may hate myself in the morning
But I'm gonna love you tonight

Everyone's known someone that they
Just can't help but want
Even though we just can't make it work out
The want to, lingers on
So once again, we wind up in each other's arms
Pretending that it's right
And I may hate myself in the morning
But I'm gonna love you tonight

I know it's wrong, but it ain't easy movin' on
So why can't two friends
Remember the good times once again

Tomorrow when I wake up
I'll be feelin' a little guilty, a little sad
Thinkin' how it used to be before everything went bad
I guess that's what it is all lonely
Late night calls like this, that we try to find
I may hate myself in the morning
But I'm gonna love you tonight
I may hate msyelf in the morning
But I'm gonna love you tonight"
ML714,Nat King Cole,L-O-V-E,"[Verse 1]
L is for the way you look at me
O is for the only one I see
V is very, very extraordinary
E is even more than anyone that you adore can

[Chorus]
Love is all that I can give to you
Love is more than just a game for two
Two in love can make it, take my heart and please don't break it
Love was made for me and you

[Verse 2]
L is for the way you look at me
O is for the only one I see
V is very, very extraordinary
E is even more than anyone that you adore can

[Refrain]
Love is all that I can give to you
Love is more than just a game for two
Two in love can make it, take my heart and please don't break it
Love was made for me and you

[Outro]
Love a-was made for me and you
Love a-was made for me and you"
ML715,Jose Feliciano,Light My Fire,"[Verse 1]
You know that it would be untrue
You know that I would be a liar
If I was to say to you, hey
Girl, we couldn't get much higher

[Chorus]
Come on, baby, light my fire
Come on, baby, light my fire
Try to set the night on fire

[Verse 2]
Mm, the time for hesitation's through
There's no time to wallow in the mire
Darling, we could only lose
And our love become a funeral pyre

[Chorus]
Come on, baby, light my fire
Come on, baby, light my fire
Try to set the night on fire

[Instrumental Interlude]

[Verse 3]
Well, you know that it would be untrue
And you know that I would be a liar
If I was to go and tell you
Mama, we couldn't get much higher

[Chorus]
Yeah, come on, baby, light my fire
Come on, baby, light my fire, yeah
Try to set the night on fire, hey

[Outro]
Hey, come on, baby, light, light my fire, yeah
Come on, babe, light my fire
Don't you know it's all right?
Light my fire, light my fire, light my fire
Oh, light my fire, light my fire, light my fire, yeah, girl
Girl, you better light my fire, yeah
You better light, you better light, you better light my fire
And we're gonna get much higher
Oh, come on, girl
You know I love you, girl
You know I need you, babe
Come on, light, light, light, light my fire
Light my fire
A-light my fire
Light my fire, light my fire, light my fire
Light, light, light, light, light my, light my fire"
